date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2018-03-31","","19000","","","455000","","","","","22.42","","54730","","","","","63636.8","4.1","","","","71.6","8950","","11700","","82.6","-11.14","","","62","","","","12.15","4.9","","","","","0.79","40.42","1.15","","2.58","87.21","77500","","","32.91","","","","","83400","7.85","98384","","","","75","1.32","","22045.216","0.85","","","0.99","4476","0.38","1.61","52.22","33217.237","","","40266.613","","","","","","1207","","","-8.65","","68.8","","4215","3653","-11","48650.43","9896.49","464501","9450","262.85","","","","","52.1","-0.9","7965.7","","","7322.045","7683.67","7327.54","7683.67"
"2018-04-02","11240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-03","11430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-04","11340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-06","","","","","","444611","418810","","","","33600","","","","","","","","10332","16862","16800","","","","","","","","","-11.67","","","","","","","","29292.3","22932.3","6360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","","70","","","","","","","","","","","","","","","","","","","","",""
"2018-04-09","11450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-10","11580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-11","11480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-12","11480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-13","11505","","","","","445881","421240","","","","34900","","","","","","","","8782","14167","13450","","","","","","","","","0","","","","","","","","27412.91","21712.91","5700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","73","","","","","","","","","","","","","","","","","","","","",""
"2018-04-16","11135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-17","11090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-18","11190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-19","11780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-20","11555","","","","","446667","425870","","","","34500","","","","","","","","8732","13187","10500","","","","","","","","","1.89","","","","","","","","28292.05","22932.05","5360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5","","","","","74","","","","","","","","","","","","","","","","","","","","",""
"2018-04-23","11680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-24","11530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-25","11605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-26","11420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-27","11290","","","","","446580","427710","","","","35900","","","","","","","","6062","12102","11140","","","","","","","","","0","","","","","","","","27577.05","22207.05","5370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","74","","","","","","","","","","","","","","","","","","","","",""
"2018-04-30","","55000","","","368800","","","","","20.78","","52200","","","","","66384.31","4.12","","","","78.56","9820","","10350","","73.07","-22.12","","","51","","","","10.14","4.15","","","","","0.79","61.89","1.15","","2.58","86.43","67400","","","30.41","","","","","70800","6.66","84177","","","","76.5","1.23","","19767.339","0.81","","","0.995","4446","0.38","1.89","52.22","35717.525","","","32072","","","","","","1250","","","2.06","","72.75","","4457","4208","0","47511.62","11923.8","469442.44","8957.11","239.74","","","","","54.6","1.3","7746","","","11323.699","6387.038","11323.7","6387.04"
"2018-05-02","11525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-03","11605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-04","11615","","","","","451848","429060","","","","30500","","","","","","","","7950","13800","10950","","","","","","","","","-1.85","","","","","","","","28526.98","22446.98","6080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","63","","","","","","","","","","","","","","","","","","","","",""
"2018-05-07","11765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-08","11735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-09","11605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-10","11680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-11","11680","","","","","457694","431990","","","","24700","","","","","","","","8975","15530","12200","","","","","","","","","-5.66","","","","","","","","28526.98","21834.5","6555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","73","","","","","","","","","","","","","","","","","","","","",""
"2018-05-14","11600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-15","11440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-16","11455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-17","11445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-18","11765","","","","","470374","432550","","","","25100","","","","","","","","10763","17732","12620","","","","","","","","","0","","","","","","","","28345.26","22428.26","5917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5","","","","","74","","","","","","","","","","","","","","","","","","","","",""
