date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2017-10-13","5584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","50.08","","","","","","","","","","","","","","",""
"2017-10-16","5600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2017-10-17","5616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2017-10-18","5552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-10-19","5486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-10-20","5596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","46.62","","","","","","","","","","","","","","",""
"2017-10-23","5654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2017-10-24","5688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-10-25","5712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-10-26","5688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-10-27","5706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","51.09","","","","","","","","","","","","","","",""
"2017-10-30","5746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2017-10-31","5728","2008838","223426","45.83","19.99","0.36","","","","","","","","","","","","","","","","","","","","","","","","0","6917","218176","225093","37572","","109626","972914","139478","1230795","249104","2203709","349978","109712","","","","","","",""
"2017-11-01","5654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2017-11-02","5698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-03","5654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","47.49","","","","","","","","","","","","","","",""
"2017-11-06","5634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","",""
"2017-11-07","5658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-08","5606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-09","5710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-10","5600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","50.24","","","","","","","","","","","","","","",""
"2017-11-13","5630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-14","5546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-15","5478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-16","5492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-17","5478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","52.43","","","","","","","","","","","","","","",""
"2017-11-20","5434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-21","5388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2017-11-22","5402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-23","5394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-24","5496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","49.76","","","","","","","","","","","","","","",""
"2017-11-27","5402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-28","5428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-29","5412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-11-30","5414","1942847","230033","45.68","19.7","0.34","","","","","","","","","","","","","","","","","","","","","","","","0","5463","208540","214003","45867","","137753","1065887","163483","1487886","301236","2553773","374322","117287","","","","","","",""
"2017-12-01","5456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","46.49","","","","","","","","","","","","","","",""
"2017-12-04","5492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2017-12-05","5386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-06","5414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-07","5316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-08","5336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","54.79","","","","","","","","","","","","","","",""
"2017-12-11","5324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-12","5328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-13","5324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-14","5218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-15","5246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","53.31","","","","","","","","","","","","","","",""
"2017-12-18","5294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-19","5254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-20","5274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-21","5180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-22","5134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.13","","","","","","","","","","","","","","",""
"2017-12-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-25","5176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-26","5178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-27","5232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-28","5248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2017-12-29","5226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","55.8","","","","","","","","","","","","","","",""
"2017-12-31","","1834167","223523","45.83","19.58","0.31","","","","","","","","","","","","","","","","","","","","","","","","","2844","177390","180234","37984","","119273","1062573","170102","1669116","289375","2731689","396006","109878","","","","","","",""
"2018-01-02","5326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-01-03","5320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-01-04","5356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","",""
"2018-01-05","5362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","61.65","","","","","","","","","","","","","","",""
"2018-01-08","5308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-01-09","5366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
